morphemes	target	prediction	morphemes_predseg	prediction_predseg
zi_qwalasel_e	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	zi_qwalasel_e	SC10_VRoot_VerbTerm
zo_nke	QuantConc10_QuantStem	QuantConc10_QuantStem	zo_nke	QuantConc10_QuantStem
i_zi_cwangciso	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_cwangciso	NPrePre8_BPre8_NStem
za_oo_masipala	PossConc10_NPrePre2a_NStem	PossConc10_NPrePre2a_NStem	za_oo_masipala	PossConc10_NPrePre2a_NStem
na_i_(z)i_projekthi	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	na_i_(z)i_projekthi	AdvPre_NPrePre10_BPre10_NStem
ukuze	Conj	Conj	ukuze	Conj
zi_bon_e	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	zi_bon_e	SC10_VRoot_VerbTerm
i_n_dawo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_dawo	NPrePre9_BPre9_NStem
na_i_n_dlela	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	na_i_n_dlela	AdvPre_NPrePre9_BPre9_NStem
ya_u_(lu)_nxibelelwano	PossConc9_NPrePre11_BPre11_NStem	PossConc9_NPrePre11_BPre11_NStem	ya_u_(lu)_nxibelelwano	PossConc9_NPrePre11_BPre11_NStem
e_u_ku_khuthaz_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	e_u_ku_khuthaz_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf
u_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_xaxheba	NPrePre9_BPre9_NStem
ku_ka_wo_nke_wo_nke	PossConc15_PossKA_QuantConc1a_QuantStem_QuantConc1a_QuantStem	PossConc15_PossKA_QuantConc1a_QuantStem_QuantConc1a_QuantStem	ku_ka_wo_nke_wo_nke	PossConc15_PossKA_QuantConc1a_QuantStem_QuantConc1a_QuantStem
.	Punc	Punc	.	Punc
u_ku_nik_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_nik_a	NPrePre15_BPre15_VRoot_VerbTerm
i_mi_butho	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_butho	NPrePre4_BPre4_NStem
ya_a_ba_hlali	PossConc4_NPrePre2_BPre2_NStem	PossConc9_NPrePre2_BPre2_NStem	ya_a_ba_hlali	PossConc9_NPrePre2_BPre2_NStem
i_(li)_thuba	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_thuba	NPrePre5_BPre5_NStem
la_u_ku_ngen_a	PossConc5_NPrePre15_BPre15_VRoot_VerbTerm	PossConc5_NPrePre15_BPre15_VRoot_VerbTerm	lwa_u_ku_ngen_a	PossConc11_NPrePre15_BPre15_VRoot_VerbTerm
ku_u_bu_qabane	LocPre_NPrePre14_BPre14_NStem	LocPre_NPrePre14_BPre14_NStem	ku_u_bu_qabane	LocPre_NPrePre14_BPre14_NStem
na_i_(z)i_kontrakthi	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	na_i_(z)i_kontrakthi	AdvPre_NPrePre10_BPre10_NStem
na_u_rhulumente	AdvPre_NPrePre1a_NStem	AdvPre_NPrePre1a_NStem	na_u_rhulumente	AdvPre_NPrePre1a_NStem
wa_i_n_gingqi	PossConc1a_NPrePre9_BPre9_NStem	PossConc1a_NPrePre9_BPre9_NStem	wa_i_n_gingqi	PossConc1a_NPrePre9_BPre9_NStem
ukuze	Conj	Conj	ukuze	Conj
ba_ququzel_el_e	SC2_Intrans_ApplExt_VerbTerm	SC2_VRoot_ApplExt_VerbTerm	ba_ququzel_el_e	SC2_VRoot_ApplExt_VerbTerm
u_ku_ongez_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	u_ku_ongez_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_i_mi_thombo	PossConc15_NPrePre4_BPre4_NStem	PossConc15_NPrePre4_BPre4_NStem	kwa_i_mi_thombo	PossConc15_NPrePre4_BPre4_NStem
.	Punc	Punc	.	Punc
i_zi_cwangciso_bu_qili	NPrePre8_BPre8_NStem_BPre14_NStem	NPrePre8_BPre8_NStem_BPre14_NStem	i_zi_cwangciso_bu_qili	NPrePre8_BPre8_NStem_BPre14_NStem
z_i_zi_cwangciso	CopPre_NPrePre8_BPre8_NStem	CopPre_NPrePre8_BPre8_NStem	z_i_zi_cwangciso	CopPre_NPrePre8_BPre8_NStem
ezi_fun_a	RelConc8_VRoot_VerbTerm	RelConc8_VRoot_VerbTerm	ezi_fun_a	RelConc8_VRoot_VerbTerm
u_ku_qhub_el_w_a	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	u_ku_qhub_el_w_a	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm
i_m_pumezo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_m_pumezo	NPrePre9_BPre9_NStem
ya_i_n_jongo	PossConc9_NPrePre9_BPre9_NStem	PossConc9_NPrePre9_BPre9_NStem	ya_i_n_jongo	PossConc9_NPrePre9_BPre9_NStem
.	Punc	Punc	.	Punc
ku_u_m_sebenzi	LocPre_NPrePre3_BPre3_NStem	LocPre_NPrePre3_BPre3_NStem	ku_u_m_sebenzi	LocPre_NPrePre3_BPre3_NStem
o_landel_a_yo	RelConc3_VRoot_VerbTerm_RelSuf	RelConc3_VRoot_VerbTerm_RelSuf	o_landel_a_yo	RelConc3_VRoot_VerbTerm_RelSuf
i_zi_cwangciso_bu_qili	NPrePre8_BPre8_NStem_BPre14_NStem	NPrePre8_BPre8_NStem_BPre14_NStem	i_zi_cwangciso_bu_qili	NPrePre8_BPre8_NStem_BPre14_NStem
zi_chong_el_w_e	SC10_VRoot_ApplExt_PassExt_VerbTerm	SC10_VRoot_ApplExt_PassExt_VerbTerm	zi_chong_el_w_e	SC10_VRoot_ApplExt_PassExt_VerbTerm
u_ku_akh_el_w_a	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	u_ku_akh_el_w_a	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm
phezu	Adv	Adv	phezu	Adv
kwa_u_ku_omelel_a	PossConc15_NPrePre15_BPre15_VRoot_VerbTerm	PossConc15_NPrePre15_BPre15_VRoot_VerbTerm	kwa_u_ku_omelel_a	PossConc15_NPrePre15_BPre15_VRoot_VerbTerm
ukuze	Conj	Conj	ukuze	Conj
ku_oyis_w_e	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	ku_oyis_w_e	SC15_VRoot_PassExt_VerbTerm
u_(bu)_buthathaka	NPrePre14_BPre14_RelStem	NPrePre14_BPre14_RelStem	u_(bu)_buthathaka	NPrePre14_BPre14_RelStem
.	Punc	Punc	.	Punc
u_m_sebenzi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_sebenzi	NPrePre3_BPre3_NStem
o_landel_a_yo	RelConc3_VRoot_VerbTerm_RelSuf	RelConc3_VRoot_VerbTerm_RelSuf	o_landel_a_yo	RelConc3_VRoot_VerbTerm_RelSuf
u_thath_a	SC3_VRoot_VerbTerm	SC3_VRoot_VerbTerm	u_thath_a	SC3_VRoot_VerbTerm
eli	Dem5_Pos1	Dem5	eli	Dem5
(li)_nyathelo	BPre5_NStem	BPre5_NStem	(li)_nyathelo	BPre5_NStem
u_li_s_e	SC1_OC5_VRoot_VerbTerm	SC2ps_OC5_VRoot_VerbTerm	u_li_s_e	SC2ps_OC5_VRoot_VerbTerm
phambili	Adv	Adv	phambili	Adv
u_chong_e	SC3_VRoot_VerbTerm	SC2ps_VRoot_VerbTerm	u_chong_e	SC2ps_VRoot_VerbTerm
i_(z)i_projekthi	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)i_projekthi	NPrePre10_BPre10_NStem
na_i_mi_sebenzi	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	na_i_mi_sebenzi	AdvPre_NPrePre4_BPre4_NStem
e_fun_a	RelConc4_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm	e_fun_a	RelConc9_VRoot_VerbTerm
u_ku_sungul_el_w_a	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	u_ku_sungul_el_w_a	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm
u_ku_hlangabez_an_a	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	u_ku_hlangabez_an_a	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm
na_si_cwangciso_bu_qili	AdvPre_BPre7_NStem_BPre14_NStem	AdvPre_BPre7_NStem_BPre14_NStem	na_i_si_cwangciso_bu_qili	AdvPre_NPrePre7_BPre7_NStem_BPre14_NStem
nga_si_nye	AdvPre_EnumConc7_EnumStem	AdvPre_EnumConc7_EnumStem	nga_si_nye	AdvPre_EnumConc7_EnumStem
.	Punc	Punc	.	Punc
bon_is_an_a_ni	VRoot_CausExt_RecipExt_VerbTerm_ImpSuf	VRoot_CausExt_RecipExt_VerbTerm_ImpSuf	bonisan_a_i	VRoot_VerbTerm_VerbTerm
na_ab_el_an_e	AdvPre_VRoot_ApplExt_RecipExt_VerbTerm	AdvPre_VRoot_ApplExt_RecipExt_VerbTerm	ni_ab_el_an_e	SC2pp_VRoot_ApplExt_RecipExt_VerbTerm
nga_i_zi_m_vo	AdvPre_NPrePre8_BPre8_BPre9_NStem	AdvPre_NPrePre8_BPre8_BPre9_NStem	nga_i_zim_vo	AdvPre_NPrePre10_BPre10_NStem
malunga	Adv	Adv	malunga	Adv
na_i_(z)in_dlela	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	na_i_(z)in_dlela	AdvPre_NPrePre10_BPre10_NStem
le	Dem4_Pos1	Dem4	le	Dem4
mi_thetho_si_seko	BPre4_NStem_BPre7_NStem	BPre4_NStem_BPre7_NStem	mi_thetho_si_seko	BPre4_NStem_BPre7_NStem
e_na_u_ku_fezek_is_w_a	SC4_AdvPre_NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	RelConc4_AdvPre_NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	e_na_u_ku_fezek_is_w_a	RelConc4_AdvPre_NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
ngcono	Adv	Adv	ngcono	Adv
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	nga_yo	AdvPre_PronStem9
.	Punc	Punc	.	Punc
jong_a	VRoot_VerbTerm	VRoot_VerbTerm	jong_a	VRoot_VerbTerm
i_mi_buzo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_buzo	NPrePre4_BPre4_NStem
e_ceb_is_iw_e_yo	RelConc4_VRoot_CausExt_PassExt_VerbTerm_RelSuf	RelConc4_VRoot_CausExt_PassExt_VerbTerm_RelSuf	e_ceb_is_iw_e_yo	RelConc4_VRoot_CausExt_PassExt_VerbTerm_RelSuf
ku_u_lu_hlu	LocPre_NPrePre11_BPre11_NStem	LocPre_NPrePre11_BPre11_NStem	ku_u_lu_hlu	LocPre_NPrePre11_BPre11_NStem
olu_ku_i_(li)_phepha	RelConc11_LocPre_NPrePre5_BPre5_NStem	RelConc11_LocPre_NPrePre5_BPre5_NStem	olu_ku_i_(li)_phepha	RelConc11_LocPre_NPrePre5_BPre5_NStem
90	Num	Num	90	Num
na_eli_na_u_ku_ongez_a	AdvPre_RelConc5_CopPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_RelConc5_AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	na_eli_na_u_ku_ongez_a	AdvPre_RelConc5_AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
ku_i_zim_vo	LocPre_NPrePre10_BPre10_NStem	LocPre_NPrePre8_BPre8_NStem	ku_i_zim_vo	LocPre_NPrePre8_BPre8_NStem
ezi_nik_w_e	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm	ezi_nik_w_e	RelConc10_VRoot_PassExt_VerbTerm
nga_a_ba_thathi_n_xaxheba	AdvPre_NPrePre2_BPre2_NStem_BPre9_NStem	AdvPre_NPrePre2_BPre2_NStem_BPre9_NStem	nga_a_ba_thathi_n_xaxheba	AdvPre_NPrePre2_BPre2_NStem_BPre9_NStem
.	Punc	Punc	.	Punc
i_organised	NPrePre9_Foreign	NPrePre9_NStem	i_organised	NPrePre9_NStem
Local	Foreign	Foreign	lwa_u_(lu)_cal	PossConc11_NPrePre11_BPre11_NStem
Government	Foreign	Foreign	government	Foreign
act	Foreign	Foreign	act	Foreign
,	Punc	Punc	,	Punc
1997	Num	Num	197	Num
i_nikezel_a	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_nikezel_a	SC9_VRoot_VerbTerm
u_lu_amkelo	NPrePre11_BPre11_NStem	NPrePre11_BPre11_NStem	u_lu_amkelo	NPrePre11_BPre11_NStem
ku_u_m_butho	LocPre_NPrePre3_BPre3_NStem	LocPre_NPrePre3_BPre3_NStem	ku_u_m_butho	LocPre_NPrePre3_BPre3_NStem
om_nye	AdjPref3_AdjStem	AdjPref3_AdjStem	om_nye	AdjPref3_AdjStem
ka_u_zwelonke	PossKA_NPrePre1a_NStem	PossKA_NPrePre1a_NStem	ka_u_zwelonke	PossKA_NPrePre1a_NStem
o_m_el_e	RelConc6_VRoot_ApplExt_VerbTerm	RelConc3_VRoot_ApplExt_VerbTerm	omel_e	VRoot_VerbTerm
u_ninzi	NPrePre11_NStem	NPrePre11_NStem	u_ninzi	NPrePre11_NStem
lwa_oo_masipala	PossConc11_NPrePre2a_NStem	PossConc11_NPrePre2a_NStem	lwa_oo_masipala	PossConc11_NPrePre2a_NStem
ku_i_phondo	LocPre_NPrePre5_NStem	LocPre_NPrePre5_NStem	ku_i_phondo	LocPre_NPrePre5_NStem
nga_li_nye	AdvPre_EnumConc5_EnumStem	AdvPre_EnumConc5_EnumStem	nga_li_nye	AdvPre_EnumConc5_EnumStem
.	Punc	Punc	.	Punc
i_South	NPrePre9_ProperName	NPrePre9_ProperName	i_south	NPrePre9_NStem
African	ProperName	ProperName	african	Foreign
Local	Foreign	Foreign	lwa_u_(lu)_cal	PossConc11_NPrePre11_BPre11_NStem
Government	Foreign	Foreign	government	Foreign
association	Foreign	Foreign	a_sociation	RelConc6_NStem
(	Punc	Punc	(	Punc
SALGA	Abbr	Abbr	si_a_lga	SC7_Past_NStem
)	Punc	Punc	)	Punc
s_i_si_gqeba	CopPre_NPrePre7_BPre7_NStem	CopPre_NPrePre7_BPre7_NStem	s_i_si_gqeba	CopPre_NPrePre7_BPre7_NStem
esi_s_e_u_m_thetho_ini	RelConc7_PreLoc-s_LocPre_NPrePre3_BPre3_NStem_LocSuf	RelConc7_PreLoc-s_LocPre_NPrePre3_BPre3_NStem_LocSuf	esi_s_e_u_m_thetho_ini	RelConc7_PreLoc-s_LocPre_NPrePre3_BPre3_NStem_LocSuf
esi_az_iw_a_yo	RelConc7_VRoot_PassExt_VerbTerm_RelSuf	RelConc7_VRoot_PassExt_VerbTerm_RelSuf	esi_az_iw_a_yo	RelConc7_VRoot_PassExt_VerbTerm_RelSuf
ku_u_rhulumente	LocPre_NPrePre1a_NStem	LocPre_NPrePre1a_NStem	ku_u_rhulumente	LocPre_NPrePre1a_NStem
wa_i_n_gingqi	PossConc1a_NPrePre9_BPre9_NStem	PossConc1a_NPrePre9_BPre9_NStem	wa_i_n_gingqi	PossConc1a_NPrePre9_BPre9_NStem
.	Punc	Punc	.	Punc
i_SALGA	NPrePre9_Abbr	NPrePre9_Abbr	i_salga	NPrePre5_NStem
i_mel_e	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_mel_e	SC9_VRoot_VerbTerm
i_mi_ba	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_ba	NPrePre4_BPre4_NStem
e_xhalab_is_a_yo	RelConc4_VRoot_CausExt_VerbTerm_RelSuf	RelConc9_VRoot_CausExt_VerbTerm_RelSuf	e_xhalab_is_a_yo	RelConc9_VRoot_CausExt_VerbTerm_RelSuf
ya_a_ma_lungu	PossConc4_NPrePre6_BPre6_NStem	PossConc9_NPrePre6_BPre6_NStem	ya_a_ma_lungu	PossConc9_NPrePre6_BPre6_NStem
a_yo	PossConc6_PronStem9	PossConc6_PronStem9	a_yo	PossConc6_PronStem9
.	Punc	Punc	.	Punc
a_ba_thathi_n_xaxheba	NPrePre2_BPre2_NStem_BPre9_NStem	NPrePre2_BPre2_NStem_BPre9_NStem	a_ba_thathi_n_xaxheba	NPrePre2_BPre2_NStem_BPre9_NStem
ba_phendul_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	ba_phendul_a	SC2_VRoot_VerbTerm
i_mi_buzo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_buzo	NPrePre4_BPre4_NStem
e_nge_zantsi	RelConc9_AdvPre_Adv	RelConc4_AdvPre_Adv	e_nge_zantsi	RelConc4_AdvPre_Adv
nga_okwa_a_ma_qela	AdvPre_AdvPre_NPrePre6_BPre6_NStem	AdvPre_AdvPre_NPrePre6_BPre6_NStem	nga_okwa_a_ma_qela	AdvPre_AdvPre_NPrePre6_BPre6_NStem
ezi_thathu	AdjPref8_AdjStem	AdjPref8_AdjStem	ezi_thathu	AdjPref8_AdjStem
ku_i_mi_zuzu	LocPre_NPrePre4_BPre4_NStem	LocPre_NPrePre4_BPre4_NStem	ku_i_mi_zuzu	LocPre_NPrePre4_BPre4_NStem
e_mbalwa	RelConc4_RelStem	RelConc4_RelStem	e_mbalwa	RelConc4_RelStem
ba_ze	SC2_AuxVStem	SC2_AuxVStem	ba_ze	SC2_AuxVStem
ba_ab_el_an_e	SC2_VRoot_ApplExt_RecipExt_VerbTerm	SC2_VRoot_ApplExt_RecipExt_VerbTerm	ba_ab_el_an_e	SC2_VRoot_ApplExt_RecipExt_VerbTerm
nga_i_(z)im_pendulo	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	nga_i_(z)im_pendulo	AdvPre_NPrePre10_BPre10_NStem
ku_i_n_dibano	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem	ku_i_n_dibano	LocPre_NPrePre9_BPre9_NStem
ya_bo	PossConc9_PronStem2	PossConc9_PronStem2	ya_bo	PossConc9_PronStem2
bo_nke	QuantConc2_QuantStem	QuantConc2_QuantStem	bo_nke	QuantConc2_QuantStem
.	Punc	Punc	.	Punc
zin_tlobo	BPre10_NStem	BPre10_NStem	zin_tlobo	BPre10_NStem
zi_ni	SC10_Interrog	AdjPref10_AdjStem	zi_ni	AdjPref10_AdjStem
za_i_(z)in_gxaki	PossConc10_NPrePre10_BPre10_NStem	PossConc10_NPrePre10_BPre10_NStem	za_i_(z)in_gxaki	PossConc10_NPrePre10_BPre10_NStem
ezi_fanel_e	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	ezi_fanel_e	RelConc10_VRoot_VerbTerm
ku_u_ku_sombulul_w_a	SC15_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	LocPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	ku_ku_sombulul_w_a	SC15_BPre15_VRoot_PassExt_VerbTerm
l_u_hlahlo	CopPre_NPrePre11_NStem	CopPre_NPrePre11_NStem	l_u_hlahlo	CopPre_NPrePre11_NStem
lu_abiwo_mali	BPre11_NStem_NStem	BPre11_NStem_NStem	lu_abiwo_mali	BPre11_NStem_NStem
?	Punc	Punc	?	Punc
ku_balulek_il_e	SC15_VRoot_Perf_VerbTerm	SC15_VRoot_Perf_VerbTerm	ku_balulek_il_e	SC15_VRoot_Perf_VerbTerm
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_ntu	NPrePre2_BPre2_NStem
ba_va_akal_is_w_e	SC2_VRoot_NeutExt_CausExt_PassExt_VerbTerm	SC2_VRoot_NeutExt_CausExt_PassExt_VerbTerm	ba_va_akal_is_e	SC2_VRoot_NeutExt_CausExt_VerbTerm
i_zim_vo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zim_vo	NPrePre10_BPre10_NStem
za_bo	PossConc10_PronStem2	PossConc10_PronStem2	za_bo	PossConc10_PronStem2
ba_be	CopPre_Cop	CopPre_Cop	ba_be	CopPre_Cop
na_i_(li)_galelo	CopPre_NPrePre5_BPre5_NStem	AdvPre_NPrePre5_BPre5_NStem	na_i_(li)_galelo	AdvPre_NPrePre5_BPre5_NStem
,	Punc	Punc	,	Punc
na_ukuba	AdvPre_Conj	AdvPre_Conj	na_ukuba	AdvPre_Conj
ngathi	Adv	Adv	ngathi	Adv
a_lu_balulek_a_nga	NegPre_SC11_VRoot_VerbTerm_NegPre	NegPre_BPre11_VRoot_VerbTerm_NegPre	a_lu_balulek_a_nga	NegPre_BPre11_VRoot_VerbTerm_NegPre
ka_ngakanani	AdvPre_Interrog	AdvPre_Interrog	ka_ngakanani	AdvPre_Interrog
,	Punc	Punc	,	Punc
njenga_oko	AdvPre_Dem15_Pos2	AdvPre_Dem15	njenga_oko	AdvPre_Dem15
oku	Dem15_Pos1	Dem15	oku	Dem15
ku_ya	SC15_Fut	SC15_Fut	ku_ya	SC15_Fut
ku_phucul_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_phucul_a	SC15_VRoot_VerbTerm
i_n_gqiqo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_gqiqo	NPrePre9_BPre9_NStem
na_bu_nini	AdvPre_BPre14_NStem	AdvPre_BPre14_NStem	na_u_bu_nini	AdvPre_NPrePre14_BPre14_NStem
.	Punc	Punc	.	Punc
i_PMS	NPrePre9_Abbr	NPrePre9_Abbr	i_pms	NPrePre9_NStem
ka_masipala	PossKA_NStem	PossKA_NStem	ka_u_masipala	PossKA_NPrePre1a_NStem
ku_funek_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_funek_a	SC15_VRoot_VerbTerm
i_quk_e	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_quk_e	SC9_VRoot_VerbTerm
i_mi_ba	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_ba	NPrePre4_BPre4_NStem
e_phawul_w_e	RelConc4_VRoot_PassExt_VerbTerm	RelConc4_VRoot_PassExt_VerbTerm	e_phawul_w_e	RelConc4_VRoot_PassExt_VerbTerm
l_i_(li)_bhunga	CopPre_NPrePre5_BPre5_NStem	CopPre_NPrePre5_BPre5_NStem	l_i_(li)_bhunga	CopPre_NPrePre5_BPre5_NStem
njenga_oko	AdvPre_Dem15_Pos2	AdvPre_Dem15	njenga_oko	AdvPre_Dem15
i_nxuluman_e	SC9_VRoot_VerbTerm	SC4_VRoot_VerbTerm	i_nxuluman_e	SC4_VRoot_VerbTerm
ngqo	Ideoph	Ideoph	ngqo	Ideoph
ku_i_(z)i_KPA	LocPre_NPrePre10_BPre10_Abbr	LocPre_NPrePre10_BPre10_Abbr	ku_i_(z)i_kpa	LocPre_NPrePre10_BPre10_NStem
za_oo_masipala	PossConc10_NPrePre2a_NStem	PossConc10_NPrePre2a_NStem	za_oo_masipala	PossConc10_NPrePre2a_NStem
ba_lo	PossConc2_PronStem5	PossConc14_PronStem5	ba_lo	PossConc14_PronStem5
.	Punc	Punc	.	Punc
ezi	Dem10_Pos1	Dem10	ezi	Dem10
KPI	Abbr	Abbr	kpi	Foreign
zi_landel_a_yo	BPre8_VRoot_VerbTerm_RelSuf	BPre8_VRoot_VerbTerm_RelSuf	zi_landel_a_yo	BPre8_VRoot_VerbTerm_RelSuf
ku_funek_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_funek_a	SC15_VRoot_VerbTerm
zi_be	CopPre_Cop	SC10_Cop	zi_be	SC10_Cop
y_i_n_xenye	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	y_i_n_xenye	CopPre_NPrePre9_BPre9_NStem
ya_i_PMS	PossConc9_NPrePre9_Abbr	PossConc9_NPrePre9_Abbr	ya_i_pms	PossConc9_NPrePre9_NStem
ka_masipala	PossKA_NStem	PossKA_NStem	ka_u_masipala	PossKA_NPrePre1a_NStem
nga_m_nye	AdvPre_EnumConc1a_EnumStem	AdvPre_EnumConc3_EnumStem	nga_m_nye	AdvPre_EnumConc3_EnumStem
de	AuxVStem	AuxVStem	de	AuxVStem
zi_be	CopPre_Cop	SC10_Cop	zi_be	SC10_Cop
zi_ya	SC10_Fut	SC10_Fut	zi_ya	SC10_Fut
sebenz_is_w_a	VRoot_CausExt_PassExt_VerbTerm	VRoot_CausExt_PassExt_VerbTerm	sebenz_is_w_a	VRoot_CausExt_PassExt_VerbTerm
ngu_lo	CopPre_Dem3_Pos1	CopPre_Dem3	ngu_lo	CopPre_Dem3
masipala	NStem	NStem	masipala	NStem
.	Punc	Punc	.	Punc
ezi	Dem8_Pos1	Dem10	ezi	Dem10
z_i_zi_alathisi	CopPre_NPrePre8_BPre8_NStem	CopPre_NPrePre8_BPre8_NStem	z_i_zi_alathisi	CopPre_NPrePre8_BPre8_NStem
zi_ka_zwelonke	PossConc8_PossKA_NStem	PossConc10_PossKA_NStem	zi_ka_zwelonke	PossConc10_PossKA_NStem
ezi_nikez_el_w_e	RelConc8_VRoot_ApplExt_PassExt_VerbTerm	RelConc8_VRoot_ApplExt_PassExt_VerbTerm	ezi_nikezel_w_e	RelConc10_VRoot_PassExt_VerbTerm
ng_u_m_phathiswa	CopPre_NPrePre1a_BPre1_NStem	CopPre_NPrePre1_BPre1_NStem	ng_u_m_phathiswa	CopPre_NPrePre1_BPre1_NStem
e_u_m_va	LocPre_NPrePre3_BPre3_NStem	LocPre_NPrePre3_BPre3_NStem	e_u_m_va	LocPre_NPrePre3_BPre3_NStem
kwa_u_(lu)_thethwano	PossConc15_NPrePre11_BPre11_NStem	PossConc15_NPrePre11_BPre11_NStem	kwa_u_(lu)_thethwano	PossConc15_NPrePre11_BPre11_NStem
na_i_(z)i_MEC	AdvPre_NPrePre10_BPre10_Abbr	AdvPre_NPrePre10_BPre10_Abbr	na_i_(z)i_mec	AdvPre_NPrePre10_BPre10_NStem
za_i_(li)_phondo	PossConc10_NPrePre5_BPre5_NStem	PossConc10_NPrePre5_BPre5_NStem	za_i_(li)_phondo	PossConc10_NPrePre5_BPre5_NStem
ku_u_rhulumente	LocPre_NPrePre1a_NStem	LocPre_NPrePre1a_NStem	ku_u_rhulumente	LocPre_NPrePre1a_NStem
wa_i_n_gingqi	PossConc1_NPrePre9_BPre9_NStem	PossConc1a_NPrePre9_BPre9_NStem	wa_i_n_gingqi	PossConc1a_NPrePre9_BPre9_NStem
na_i_SALGA	AdvPre_NPrePre9_Abbr	AdvPre_NPrePre9_Abbr	na_i_salga	AdvPre_NPrePre5_NStem
.	Punc	Punc	.	Punc
