morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
ba_phendul_a	SC2_VRoot_VerbTerm	NStem_NStem_NStem	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
i_mi_buzo	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_nge_zantsi	RelConc9_AdvPre_Adv	NStem_NStem_NStem	RelConc9_AdvPre_Adv	LocPre_AdvPre_NStem
ng_okw_a_ma_qela	AdvPre_AdvPre_NPrePre6_BPre6_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_AdvPre_NPrePre6_BPre6_NStem	AdvPre_RelConc15_LocPre_BPre6_NStem
ezi_thathu	AdjPref8_AdjStem	NStem_NStem	AdjPref8_AdjStem	AdjPref7_AdjStem
kw_i_mi_zuzu	LocPre_NPrePre4_BPre4_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre4_BPre4_NStem	PossConc15_NPrePre4_BPre4_NStem
e_mbalwa	RelConc4_RelStem	NStem_NStem	RelConc4_RelStem	LocPre_RelStem
ba_ze	SC2_AuxVStem	PUNC_PUNC	SC2_AuxVStem	BPre2_NStem
ba_b_el_ane	SC2_VRoot_ApplExt_RecipExt_VerbTerm	NStem_NStem_NStem_NStem	SC2_VRoot_ApplExt_RecipExt_VerbTerm	SC2_VRoot_ApplExt_RecipExt
nge_e_m_pendulo	AdvPre_NPrePre10_BPre10_NStem	VRoot_VRoot_NStem_VRoot	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_BPre9_NStem
kw_i_n_dibano	LocPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre9_BPre9_NStem	PossConc15_NPrePre9_BPre9_NStem
ya_bo	PossConc9_PronStem2	PUNC_PUNC	PossConc9_PronStem2	PossConc9_PronStem2
bo_nke	QuantConc2_QuantStem	NStem_NStem	QuantConc2_QuantStem	BPre2a_NStem
.	Punc	PUNC	Punc	PUNC
Zi_n_tlobo	BPre10_NStem	NStem_NStem_NStem	BPre10_NStem	CopPre_BPre9_NStem
zi_ni	SC10_Interrog	PUNC_PUNC	SC10_Interrog	CopPre_Interrog
ze_e_n_gxaki	PossConc10_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot	PossConc10_NPrePre10_BPre10_NStem	AdvPre_LocPre_BPre9_NStem
ezi_fanel_e	RelConc10_VRoot_VerbTerm	NStem_NStem_NStem	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm
ku_ku_sonjulul_w_a	SC15_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	SC15_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	SC15_OC15_VRoot_PassExt_VerbTerm
lu_hlahlo	CopPre_NPrePre11_NStem	NStem_NStem	CopPre_NPrePre11_NStem	BPre11_NStem
lw_ab_iwo__mali	BPre11_NStem_NStem	VRoot_VRoot_VRoot_VRoot	BPre11_NStem_NStem	BPre11_VRoot_PassExt_NStem
?	Punc	PUNC	Punc	PUNC
Ku_balulek_ile	SC15_VRoot_Perf_VerbTerm	NStem_NStem_NStem	SC15_VRoot_Perf_VerbTerm	SC15_VRoot_Perf
aba_ntu	NPrePre2_BPre2_NStem	NStem_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
ba_vakal_is_e	SC2_VRoot_NeutExt_CausExt_PassExt_VerbTerm	NStem_NStem_NStem_NStem	SC2_VRoot_NeutExt_CausExt_PassExt_VerbTerm	SC2_VRoot_CausExt_VerbTerm
i_zim_vo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre4_NPre10_NStem
za_bo	PossConc10_PronStem2	PUNC_PUNC	PossConc10_PronStem2	PossConc9_PronStem2
ba_be	CopPre_Cop	PUNC_PUNC	CopPre_Cop	SC2_AuxVStem
ne_galelo	CopPre_NPrePre5_BPre5_NStem	NStem_NStem	CopPre_NPrePre5_BPre5_NStem	AdvPre_NStem
,	Punc	PUNC	Punc	PUNC
no_kuba	AdvPre_Conj	PUNC_PUNC	AdvPre_Conj	AdvPre_NStem
ngathi	Adv	PUNC	Adv	Conj
a_lu_balulek_a_nga	NegPre_SC11_VRoot_VerbTerm_NegPre	VRoot_VRoot_VRoot_VRoot_VRoot	NegPre_SC11_VRoot_VerbTerm_NegPre	SC6_OC11_VRoot_VerbTerm_NegPre
ka_ngakanani	AdvPre_Interrog	NStem_NStem	AdvPre_Interrog	AdvPre_Adv
,	Punc	PUNC	Punc	PUNC
njeng_oko	AdvPre_Dem15_Pos2	NStem_NStem	AdvPre_Dem15_Pos2	AdvPre_NStem
oku	Dem15_Pos1	PUNC	Dem15_Pos1	CDEM15
ku_ya	SC15_Fut	PUNC_PUNC	SC15_Fut	BPre15_AuxVStem
ku_phucul_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
i_n_gqiqo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
no_bu_nini	AdvPre_BPre14_NStem	NStem_NStem_NStem	AdvPre_BPre14_NStem	AdvPre_BPre14_NStem
.	Punc	NStem	Punc	PUNC
I__P_MS	NPrePre9_Abbr	NStem_NStem_NStem	NPrePre9_Abbr	NPrePre9_Abbr_Abbr
ka_masipala	PossKA_NStem	PUNC_PUNC	PossKA_NStem	AdvPre_NStem
ku_funek_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
i_quk_e	SC9_VRoot_VerbTerm	NStem_NStem_NStem	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm
i_mi_ba	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_phawul_w_e	RelConc4_VRoot_PassExt_VerbTerm	NStem_NStem_VRoot_NStem	RelConc4_VRoot_PassExt_VerbTerm	LocPre_VRoot_PassExt_VerbTerm
li_bhunga	CopPre_NPrePre5_BPre5_NStem	NStem_NStem	CopPre_NPrePre5_BPre5_NStem	BPre5_NStem
njeng_oko	AdvPre_Dem15_Pos2	NStem_NStem	AdvPre_Dem15_Pos2	AdvPre_NStem
i_nxulumen_e	SC9_VRoot_VerbTerm	VRoot_VRoot_VRoot	SC9_VRoot_VerbTerm	SC4_VRoot_Perf
ngqo	Ideoph	PUNC	Ideoph	Ideoph
kw_i_i__KPA	LocPre_NPrePre10_BPre10_Abbr	NStem_NStem_NStem_NStem	LocPre_NPrePre10_BPre10_Abbr	PossConc15_NPrePre4_NPrePre4_Abbr
z_oo_masipala	PossConc10_NPrePre2a_NStem	NStem_NStem_NStem	PossConc10_NPrePre2a_NStem	PossConc2a_BPre2a_NStem
ba_lo	PossConc2_PronStem5	PUNC_PUNC	PossConc2_PronStem5	PossConc2_PronStem5
.	Punc	PUNC	Punc	PUNC
Ezi	Dem10_Pos1	NStem	Dem10_Pos1	CDEM07
KPI	Abbr	PUNC	Abbr	Abbr
zi_landel_a_yo	BPre8_VRoot_VerbTerm_RelSuf	NStem_NStem_NStem_NStem	BPre8_VRoot_VerbTerm_RelSuf	CopPre_VRoot_VerbTerm_RelSuf
ku_funek_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
zi_be	CopPre_Cop	PUNC_PUNC	CopPre_Cop	RelConc10_AuxVStem
y_i_n_xenye	CopPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem
ye__P_MS	PossConc9_NPrePre9_Abbr	PUNC_PUNC_PUNC	PossConc9_NPrePre9_Abbr	PossConc9_Abbr_Abbr
ka_masipala	PossKA_NStem	NStem_NStem	PossKA_NStem	AdvPre_NStem
nga_m_nye	AdvPre_EnumConc1a_EnumStem	NStem_NStem_NStem	AdvPre_EnumConc1a_EnumStem	AdvPre_AdjPref1_AdjStem
de	AuxVStem	PUNC	AuxVStem	BPre5
zi_be	CopPre_Cop	PUNC_PUNC	CopPre_Cop	SC1_AuxVStem
zi_ya	SC10_Fut	PUNC_PUNC	SC10_Fut	CopPre_NStem
setyenz_is_w_a	VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	VRoot_CausExt_PassExt_VerbTerm	VRoot_CausExt_PassExt_VerbTerm
ngu_lo	CopPre_Dem3_Pos1	PUNC_PUNC	CopPre_Dem3_Pos1	CopPre_PronStem11
masipala	NStem	NStem	NStem	NStem
.	Punc	PUNC	Punc	PUNC
Ezi	Dem8_Pos1	PUNC	Dem8_Pos1	CDEM07
zi_z_alathisi	CopPre_NPrePre8_BPre8_NStem	NStem_NStem_NStem	CopPre_NPrePre8_BPre8_NStem	CopPre_BPre7_NStem
zi_ka_zwelonke	PossConc8_PossKA_NStem	VRoot_VRoot_VRoot	PossConc8_PossKA_NStem	CopPre_ExclNeg_NStem
ezi_nikez_el_w_e	RelConc8_VRoot_ApplExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc8_VRoot_ApplExt_PassExt_VerbTerm	RelConc10_VRoot_ApplExt_PassExt_VerbTerm
ng_u_M_phathiswa	CopPre_NPrePre1a_BPre1_NStem	NStem_VRoot_VRoot_NStem	CopPre_NPrePre1a_BPre1_NStem	CopPre_NPrePre1_BPre3_NStem
e_m_va	LocPre_NPrePre3_BPre3_NStem	NStem_NStem_NStem	LocPre_NPrePre3_BPre3_NStem	LocPre_BPre3_Adv
ko_thethwano	PossConc15_NPrePre11_BPre11_NStem	NStem_VRoot	PossConc15_NPrePre11_BPre11_NStem	BPre2_NStem
ne_e__MEC	AdvPre_NPrePre10_BPre10_Abbr	NStem_NStem_NStem	AdvPre_NPrePre10_BPre10_Abbr	AdvPre_LocPre_Abbr
ze_phondo	PossConc10_NPrePre5_BPre5_NStem	PUNC_NStem	PossConc10_NPrePre5_BPre5_NStem	PossConc9_NStem
ku_rhulumente	LocPre_NPrePre1a_NStem	NStem_NStem	LocPre_NPrePre1a_NStem	LocPre_NStem
we_n_gingqi	PossConc1_NPrePre9_BPre9_NStem	NStem_NStem_NStem	PossConc1_NPrePre9_BPre9_NStem	PossConc3_NPre9_NStem
ne__SA_LGA	AdvPre_NPrePre9_Abbr	NStem_NStem_NStem	AdvPre_NPrePre9_Abbr	AdvPre_PossConc7_NStem
.	Punc	PUNC	Punc	PUNC
Kodwa	Conj	PUNC	Conj	Adv
ke	Conj	PUNC	Conj	Adv
,	Punc	PUNC	Punc	PUNC
ku_balulek_ile	SC15_VRoot_Perf_VerbTerm	NStem_NStem_NStem	SC15_VRoot_Perf_VerbTerm	SC15_VRoot_Perf
u_ku_nakan_a	NPrePre15_BPre15_NStem	NStem_NStem_NStem_NStem	NPrePre15_BPre15_NStem	SC2ps_OC15_VRoot_VerbTerm
u_kuba	Conj	PUNC_PUNC	Conj	NPrePre1a_NStem
u_ku_nga_fan_i	NPrePre15_BPre15_NegPre_VRoot_VerbTerm	NStem_NStem_NStem_NStem_NStem	NPrePre15_BPre15_NegPre_VRoot_VerbTerm	SC3_OC15_NegPre_VRoot_VerbTerm
ku_kwa_fun_a	SC15_AdvPre_VRoot_VerbTerm	NStem_NStem_NStem_NStem	SC15_AdvPre_VRoot_VerbTerm	BPre15_OC6_VRoot_VerbTerm
u_ku_bon_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	SC3_OC15_VRoot_PassExt_VerbTerm
kw_i_mi_ba	LocPre_NPrePre4_BPre4_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre4_BPre4_NStem	BPre15_NPrePre4_BPre4_NStem
e_nxulumen_e	RelConc4_VRoot_VerbTerm	VRoot_VRoot_VRoot	RelConc4_VRoot_VerbTerm	LocPre_VRoot_VerbTerm
ne_gunya	AdvPre_NPrePre5_BPre5_NStem	NStem_NStem	AdvPre_NPrePre5_BPre5_NStem	AdvPre_NStem
ne_zi_bonelelo	AdvPre_NPrePre8_BPre8_NStem	NStem_NStem_NStem	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre7_NStem
.	Punc	PUNC	Punc	PUNC
Oku_ninzi	AdjPref15_AdjStem	NStem_NStem	AdjPref15_AdjStem	AdjPref15_NStem
k_oko	LocPre_Dem15_Pos2	PUNC_PUNC	LocPre_Dem15_Pos2	AdvPre_NStem
ku_nakan_w_a	SC15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_VRoot	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm
'	Punc	PUNC	Punc	PUNC
njengo_ku_nga_fan_i	AdvPre_NPrePre15_BPre15_NegPre_VRoot_VerbTerm	NStem_NStem_NStem_NStem_NStem	AdvPre_NPrePre15_BPre15_NegPre_VRoot_VerbTerm	AdvPre_BPre15_NegPre_VRoot_VerbTerm
'	Punc	PUNC	Punc	PUNC
ku_vel_e	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm
ngenxa	Conj	PUNC	Conj	Adv
yo_nxulumano	PossConc9_NPrePre11_BPre11_NStem	NStem_NStem	PossConc9_NPrePre11_BPre11_NStem	PossConc4_NStem
lwe_gunya	PossConc11_NPrePre5_BPre5_NStem	NStem_NStem	PossConc11_NPrePre5_BPre5_NStem	PossConc11_NStem
ne_mi_cimbi	AdvPre_NPrePre4_BPre4_NStem	NStem_NStem_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_BPre4_NStem
yo_kw_ab_iwa	PossConc4_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem	PossConc4_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	PossConc9_OC15_VRoot_PassExt
kwe_zi_bonelelo	PossConc15_NPrePre8_BPre8_NStem	VRoot_VRoot_VRoot	PossConc15_NPrePre8_BPre8_NStem	PossConc15_BPre7_NStem
.	Punc	PUNC	Punc	PUNC
I_i_yantlukwano	NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot	NPrePre10_BPre10_NStem	NPrePre4_BPre9_NStem
a_zi_m_is_w_a	NegPre_OC10_VRoot_CausExt_PassExt_VerbTerm	VRoot_NStem_NStem_VRoot_NStem_NStem	NegPre_OC10_VRoot_CausExt_PassExt_VerbTerm	NegPre_OC15_VRoot_CausExt_PassExt_VerbTerm
nge_n_x'e_nga_phambili	AdvPre_RelConc9_AdvPre_Adv	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_RelConc9_AdvPre_Adv	AdvPre_BPre9_NStem_AdvPre_NStem
zo_nke	QuantConc10_QuantStem	PUNC_PUNC	QuantConc10_QuantStem	QuantConc3_AdjStem
,	Punc	PUNC	Punc	PUNC
kwaye	Conj	PUNC	Conj	Adv
na_l_apho	AdvPre_CopPre_Dem16_Pos2	NStem_NStem_NStem	AdvPre_CopPre_Dem16_Pos2	AdvPre_BPre5_NStem
kw_enz_ek_a_yo	SC15_VRoot_NeutExt_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	SC15_VRoot_NeutExt_VerbTerm_RelSuf	SC15_VRoot_NeutExt_VerbTerm_RelSuf
,	Punc	PUNC	Punc	PUNC
z_enz_iw_a	SC10_VRoot_PassExt_VerbTerm	NStem_NStem_VRoot_VRoot	SC10_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm
n_kulu	AdjPref9_AdjStem	PUNC_PUNC	AdjPref9_AdjStem	BPre9_NStem
nge_zi_nye	AdvPre_RelConc8_EnumConc8_EnumStem	NStem_NStem_NStem	AdvPre_RelConc8_EnumConc8_EnumStem	AdvPre_OC7_EnumStem
i_zi_nyanzelo	NPrePre8_BPre8_NStem	NStem_NStem_NStem	NPrePre8_BPre8_NStem	NPrePre4_BPre7_NStem
z_e_ze_n_tlalo	PossConc8_RelConc8_PossConc8_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc8_RelConc8_PossConc8_NPrePre9_BPre9_NStem	PossConc8_LocPre_AdvPre_BPre9_NStem
n_e_zo_qoqosho	AdvPre_RelConc8_PossConc8_NPrePre11_BPre11_NStem	VRoot_VRoot_VRoot_VRoot	AdvPre_RelConc8_PossConc8_NPrePre11_BPre11_NStem	AdvPre_LocPre_BPre7_NStem
.	Punc	PUNC	Punc	PUNC
Kw_i_i_meko	LocPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre10_BPre10_NStem	PossConc15_NPrePre4_BPre4_NStem
ezi_ninzi	AdjPref8_AdjStem	NStem_NStem	AdjPref8_AdjStem	AdjPref8_AdjStem
i_i_yantlukwano	NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot	NPrePre10_BPre10_NStem	NPrePre4_NPrePre4_NStem
phakathi	Adv	PUNC	Adv	Adv
kwe_si_tyebi	PossConc15_NPrePre7_BPre7_NStem	NStem_NStem_NStem	PossConc15_NPrePre7_BPre7_NStem	PossConc15_BPre7_NStem
ne_hlwempu	AdvPre_NPrePre5_BPre5_NStem	NStem_NStem	AdvPre_NPrePre5_BPre5_NStem	AdvPre_NStem
;	Punc	PUNC	Punc	PUNC
u_ku_qesh_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	VRoot_NStem_VRoot_VRoot_NStem	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	SC3_OC15_VRoot_PassExt_VerbTerm
no_ku_nga_qesh_w_a	AdvPre_NPrePre15_BPre15_NegPre_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre15_BPre15_NegPre_VRoot_PassExt_VerbTerm	AdvPre_OC15_NegPre_VRoot_PassExt_VerbTerm
;	Punc	PUNC	Punc	PUNC
i_in_dawo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_NPre9_NStem
ezi_se_doloph_ini	RelConc10_PreLoc-s_LocPre_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot	RelConc10_PreLoc-s_LocPre_NStem_LocSuf	RelConc7_Pro_NStem_LocSuf
na_ma_phandle	AdvPre_NPrePre6_BPre6_Adv	NStem_NStem_NStem	AdvPre_NPrePre6_BPre6_Adv	AdvPre_BPre6_NStem
;	Punc	PUNC	Punc	PUNC
o_fund_il_e_yo	RelConc1_VRoot_Perf_VerbTerm_RelSuf	NStem_NStem_NStem_NStem_NStem	RelConc1_VRoot_Perf_VerbTerm_RelSuf	SC1_VRoot_ApplExt_VerbTerm_RelSuf
no_nga_fund_a_nga	AdvPre_RelConc1_NegPre_VRoot_NegPre_VerbTerm	NStem_NStem_NStem_NStem_NStem	AdvPre_RelConc1_NegPre_VRoot_NegPre_VerbTerm	SC2ps_Pot_VRoot_VerbTerm_NegPre
z_akh_iw_e	OC10_VRoot_PassExt_VerbTerm	NStem_VRoot_NStem_NStem	OC10_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm
ng_okwa_s_e_n_tlalw_eni	AdvPre_AdvPre_PreLoc-s_LocPre_BPre9_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_AdvPre_PreLoc-s_LocPre_BPre9_NStem_LocSuf	AdvPre_RelConc15_PreLocs_LocPre_BPre9_NStem_LocSuf
kwaye	Conj	PUNC	Conj	Adv
zi_no_politiko	CopPre_CopPre_NPrePre11_BPre11_NStem	NStem_NStem_NStem	CopPre_CopPre_NPrePre11_BPre11_NStem	CopPre_AdvPre_NStem
ng_oku_nzulu	AdvPre_RelConc15_RelStem	NStem_NStem_NStem	AdvPre_RelConc15_RelStem	AdvPre_RelConc15_NStem
.	Punc	NStem	Punc	PUNC
Ezi	Dem10_Pos1	PUNC	Dem10_Pos1	ProperName
yantlukwano	NStem	NStem	NStem	NStem
zi_no_ku_ncinci	RelConc10_CopPre_RelConc15_AdjStem	VRoot_VRoot_VRoot_VRoot	RelConc10_CopPre_RelConc15_AdjStem	CopPre_Fut_BPre15_NStem
oku_no_kw_enz_a	RelConc15_CopPre_NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem_NStem	RelConc15_CopPre_NPrePre15_BPre15_VRoot_VerbTerm	RelConc15_AdvPre_OC15_VRoot_VerbTerm
ne_zi_mo	AdvPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem	AdvPre_NPrePre10_BPre10_NStem	AdvPre_BPre7_NStem
zo_m_zimba	PossConc8_NPrePre3_BPre3_NStem	NStem_NStem_NStem	PossConc8_NPrePre3_BPre3_NStem	NPre2a_BPre3_NStem
a_zal_w_e	SC1_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem	SC1_VRoot_PassExt_VerbTerm	SC6_VRoot_PassExt_VerbTerm
na_zo	AdvPre_PronStem10	PUNC_PUNC	AdvPre_PronStem10	AdvPre_PronStem9
u_m_ntu	NPrePre1_BPre1_NStem	NStem_NStem_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem
kwaye	Conj	PUNC	Conj	Adv
u_lawulo	NPrePre11_NStem	NStem_NStem	NPrePre11_NStem	NPrePre1a_NStem
lo_ku_nga_fan_i	PossConc11_NPrePre15_BPre15_NegPre_VRoot_VerbTerm	NStem_NStem_NStem_NStem_NStem	PossConc11_NPrePre15_BPre15_NegPre_VRoot_VerbTerm	RelConc3_OC15_NegPre_VRoot_VerbTerm
olu_y_i_m_pumelelo	RelConc11_CopPre_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc11_CopPre_NPrePre9_BPre9_NStem	RelConc11_CopPre_NPrePre4_BPre3_NStem
lu_y_a	SC11_Fut	NStem_NStem_NStem	SC11_Fut	SC11_VRoot_VerbTerm
ku_fun_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
i_n_gqwalasel_a	NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot	NPrePre9_BPre9_NStem	NPrePre9_BPre9_Intrans_VerbTerm
ngo_ku_sekek_e	AdvPre_RelConc15_VRoot_NeutExt_VerbTerm	NStem_NStem_NStem_NStem	AdvPre_RelConc15_VRoot_NeutExt_VerbTerm	AdvPre_OC15_VRoot_VerbTerm
kw_i_n_kcubeko	LocPre_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre9_BPre9_NStem	PossConc15_NPrePre9_BPre9_NStem
ya_ma_lungelo	PossConc9_NPrePre6_BPre6_NStem	NStem_NStem_NStem	PossConc9_NPrePre6_BPre6_NStem	PossConc9_BPre6_NStem
olu_ntu	PossConc6_NPrePre11_BPre11_NStem	PUNC_PUNC	PossConc6_NPrePre11_BPre11_NStem	RelConc11_NStem
.	Punc	PUNC	Punc	PUNC
U_MASIPALA	NPrePre1a_NStem	NStem_NStem	NPrePre1a_NStem	NPrePre1a_NStem
NG_OKO_MT_H_ETHO	AdvPre_AdvPre_BPre3_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_AdvPre_BPre3_NStem	CopPre_RelConc15_BPre3_BPre3_NStem
KU_FUNEK_A	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
E_NZ_E	VRoot_VerbTerm	NStem_NStem_NStem	VRoot_VerbTerm	NegPre_VRoot_VerbTerm
I_SI_XOKELE_LWANO	NPrePre7_BPre7_NStem	VRoot_VRoot_VRoot_VRoot	NPrePre7_BPre7_NStem	NPrePre4_BPre7_NStem_NStem
SO_KU_LAWUL_A	PossConc7_NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_VRoot	PossConc7_NPrePre15_BPre15_VRoot_VerbTerm	PossConc7_OC15_VRoot_VerbTerm
U_KU_SEBENZ_A	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_VerbTerm	SC1a_OC15_VRoot_VerbTerm
I__P_MS	NPrePre9_Abbr	NStem_NStem_NStem	NPrePre9_Abbr	NPrePre9_Abbr_Abbr
E_ZA	RelConc9_AuxVStem	PUNC_PUNC	RelConc9_AuxVStem	PossConc6_Abbr
KUNYU_S_A	SC15_VRoot_VerbTerm	VRoot_NStem_NStem	SC15_VRoot_VerbTerm	VRoot_PreLocs_VerbTerm
U_M_GANGATHO	NPrePre3_BPre3_NStem	VRoot_VRoot_VRoot	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
WO_KU_SEBENZ_A	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc1_OC15_VRoot_VerbTerm
NG_OKU_KHUTHALA	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_RelConc15_NStem
NA_NG_OKU_SEBENZ_A_YO	AdvPre_AdvPre_RelConc15_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_AdvPre_RelConc15_VRoot_VerbTerm_RelSuf	AdvPre_Pot_VRoot_VRoot_VerbTerm_RelSuf
,	Punc	PUNC	Punc	PUNC
ANIKE	SC1a_VRoot_VerbTerm	PUNC	SC1a_VRoot_VerbTerm	Abbr
I_N_KCA_ZO	NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem_NStem
NG_OKU_SEBENZ_IS_A	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_VRoot_VRoot_CausExt_VerbTerm
I_ZI_XHOBO	NPrePre8_BPre8_NStem	VRoot_VRoot_VRoot	NPrePre8_BPre8_NStem	NPrePre4_CopPre_NStem
ZI_KA_MASIPALA	PossConc10_PossKA_NStem	VRoot_VRoot_VRoot	PossConc10_PossKA_NStem	CopPre_ExclNeg_NStem
NO_KUBA	AdvPre_Conj	NStem_NStem	AdvPre_Conj	AdvPre_VRoot
ABON_IS_E	SC1a_VRoot_CausExt_VerbTerm	PUNC_PUNC_PUNC	SC1a_VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm
NO_KU_FEZEK_IS_W_A	AdvPre_NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	AdvPre_OC15_VRoot_CausExt_PassExt_VerbTerm
KWE_ZI_PHUMO	PossConc15_NPrePre8_BPre8_NStem	VRoot_VRoot_VRoot	PossConc15_NPrePre8_BPre8_NStem	PossConc15_NPrePre4_NStem
.	Punc	PUNC	Punc	PUNC
I__P_MS	NPrePre9_Abbr	NStem_NStem_NStem	NPrePre9_Abbr	NPrePre4_Abbr_NStem
I_NA_KO	CopPre_CopPre_PronStem15	NStem_NStem_NStem	CopPre_CopPre_PronStem15	BPre9_AdvPre_PronStem15
U_KU_SEBENZ_A	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
